,date,gender,style,roll,yaw,pitch
20105,1926,M,Expressionism,-13.867155,65.86068,-8.6158085
20107,1930,F,Expressionism,8.194194,4.6445518,-18.426075
20108,1942,F,Surrealism,-0.56036556,29.241737,-6.303236
20109,1670,M,Baroque,-6.0458384,-31.598711,-2.0550883
20110,1515,M,Northern Renaissance,1.019884,-17.454565,-2.2370172
20111,1985,M,Expressionism,-11.832017,41.297318,-3.859029
20113,1912,M,Expressionism,5.2827663,8.651319,-13.181547
20118,1833,M,Romanticism,-3.725684,-11.610552,-11.696302
20119,1922,M,Symbolism,4.206278,29.821102,-3.3034048
20120,1528,F,Northern Renaissance,6.295154,21.108873,-18.50698
20123,1968,M,Pop Art,4.4058704,-14.876356,-5.977155
20125,1898,M,Symbolism,9.70112,18.395964,-4.7453694
20126,1785,F,Rococo,5.2151437,19.203974,-8.05573
20127,1963,M,Surrealism,4.270027,-0.50093985,-10.450037
20129,1933,F,Surrealism,-0.4156953,15.9394455,-19.150267
20131,1921,M,Divisionism,9.993341,11.950992,-20.392603
20133,1949,M,Naïve Art (Primitivism),10.003478,19.94175,-4.58444
20135,1919,M,Modernismo,10.218166,45.584587,-26.654213
20140,1938,M,Analytical Realism,6.525513,-18.447517,-12.713867
20141,1999,M,Expressionism,-3.6806529,-17.167622,-14.413061
20142,1921,F,Fauvism,5.188155,1.7075121,-5.7145786
20143,1812,M,Baroque,21.931128,-7.137623,-8.864406
20144,1825,M,Romanticism,1.319638,-39.828827,-2.1427188
20148,1660,F,Baroque,1.7547998,15.073372,-12.632893
20152,1934,F,Surrealism,-0.9833511,3.0977004,-5.148183
20153,1917,F,Expressionism,-11.222607,-11.893161,-8.993483
20154,1789,F,Rococo,-4.1715302,-4.3609686,-6.064785
20155,1902,F,Impressionism,2.1986918,12.488453,-1.682748
20156,1475,F,Early Renaissance,-1.2245128,-5.77919,-15.409128
20159,1676,M,Baroque,3.1069803,5.9191914,-17.934263
20160,1928,M,Expressionism,14.083757,18.787027,-11.320355
20162,1822,F,Realism,-3.6773145,-0.06436753,-4.516059
20166,1908,F,Expressionism,-2.1732192,8.3877535,-10.852346
20167,1938,M,Magic Realism,-9.5432205,-47.283966,2.1313615
20168,1956,M,Cubism,5.556573,10.349325,-13.389828
20170,1910,M,Shin-hanga,-11.295372,-52.671673,-28.456776
20172,1746,F,Rococo,6.23936,-14.6479435,-6.7851334
20173,1927,M,Futurism,-5.1597505,-57.622402,-27.054478
20174,1974,M,Hyper-Realism,0.44696766,12.945715,-3.2254548
20175,1650,M,Baroque,11.103169,-11.028755,-12.526684
20176,1830,F,Realism,6.0196357,0.3268242,-16.63778
20180,1847,M,Romanticism,2.4679985,-2.5738478,-13.51236
20184,1600,M,Northern Renaissance,-12.020243,14.714379,5.8505
20190,1918,M,Realism,1.7355876,1.5158718,-5.3123646
20192,1871,M,Realism,-1.1224165,4.7490015,-9.293161
20201,1918,M,Expressionism,-0.7234831,8.151863,-19.156498
20202,1907,F,Fauvism,18.335554,17.551147,-5.8733892
20204,1988,M,Naïve Art (Primitivism),2.6592135,-34.946976,1.4390974
20205,1959,M,Divisionism,-1.9853512,3.0184755,-6.104226
20207,1935,M,Art Nouveau (Modern),-5.52343,-28.3312,-8.792962
20210,1987,M,Neo-Expressionism,9.067869,6.915483,-5.882735
20211,1952,M,Pop Art,6.8974915,26.693323,-8.196974
20216,1906,M,Academicism,-4.857946,1.4029797,-7.787753
20225,1536,M,Northern Renaissance,-7.1560674,29.62239,0.08734703
20235,1734,F,Rococo,1.9099556,-10.290352,-13.873989
20238,1910,F,Shin-hanga,-2.9094205,-18.747847,1.9871888
20241,1927,F,Surrealism,16.399807,22.58411,-13.210648
20242,1993,M,Surrealism,6.9552994,13.936152,-17.320019
20243,1870,M,Romanticism,2.2511573,-9.417101,-4.6666327
20244,1824,F,Realism,16.77579,20.662477,-4.212683
20245,1933,F,Realism,1.9589897,24.647303,-11.526739
20246,1532,F,Northern Renaissance,-4.606907,-23.327492,0.27775404
20248,1947,M,Ukiyo-e,-11.72137,-26.05704,-10.863968
20249,1801,F,Rococo,0.5797304,21.56821,-9.395259
20250,1989,M,Social Realism,8.688015,16.422812,3.5205204
20251,1912,F,Academicism,-6.3419533,12.263021,-8.82164
20253,1540,F,Northern Renaissance,3.6820207,1.0917373,-13.550373
20256,1960,F,Modernismo,-8.251313,-17.161028,-18.774927
20258,1656,M,Baroque,10.458746,-18.109297,-15.227234
20259,1829,M,Realism,6.6562805,-3.7761648,-15.031036
20260,1824,M,Realism,4.4488482,46.343628,-1.9271286
20261,1860,M,Romanticism,-2.7186544,-5.6406946,-6.4887395
20262,1865,M,Neo-Rococo,1.1798098,-2.4902987,-4.521721
20264,1861,M,Realism,0.32473397,-22.713814,-7.824148
20265,1954,F,Expressionism,-4.046432,-12.004404,-22.732718
20270,1935,M,Ukiyo-e,-14.096916,49.644783,-15.469168
20271,1653,M,Baroque,16.345528,39.492943,-7.2785244
20272,1845,F,Academicism,-6.992041,-16.627163,-14.839678
20273,1971,M,Expressionism,13.638663,19.112734,-12.169973
20274,1890,M,Academicism,4.3314867,22.780243,-12.513617
20275,1925,M,Post-Impressionism,8.149869,20.424887,-16.506462
20276,1920,M,Post-Impressionism,14.086378,14.365152,-11.270194
20277,2005,M,Expressionism,2.7884135,19.94558,-18.762604
20278,1943,M,Post-Impressionism,-9.344902,10.963204,-20.882488
20280,1940,M,Expressionism,3.4731612,19.54112,-14.15296
20282,1812,M,Romanticism,-8.042851,16.009735,-10.951287
20284,1879,M,Impressionism,10.957663,22.262396,-2.0714235
20285,1921,M,Impressionism,1.857764,5.839541,-16.33891
20286,1946,F,Post-Impressionism,-1.2066728,-13.11144,2.2560604
20287,1625,M,Baroque,-4.509111,-13.545208,-6.359745
20288,1806,M,Rococo,-2.4196968,-33.746258,-1.9012151
20289,1913,M,Post-Impressionism,-13.068872,-48.500004,5.41619
20290,1864,M,Romanticism,0.6815488,-1.2580261,-16.668282
20291,1858,M,Romanticism,8.551849,-20.792883,-2.5995326
20292,1943,M,Surrealism,0.22834137,6.633298,-13.20937
20294,1650,F,Baroque,25.662045,-15.777728,-12.311281
20296,1970,F,Expressionism,-27.551666,-15.529232,-1.2357416
20297,1943,M,Surrealism,-4.5079346,9.944973,-12.217214
20298,1948,F,,15.707073,20.31124,0.58935165
20299,1904,M,Cubism,5.387261,13.771222,-16.347988
20301,1934,M,Neoclassicism,-4.2750607,30.962296,-0.98331493
20302,1915,M,Expressionism,6.2043915,-31.289036,-1.2860205
20305,1857,M,Romanticism,12.435147,16.579842,-2.2364326
20310,1775,M,Rococo,1.1948266,21.54826,-1.9649174
20311,1962,M,Expressionism,-8.696899,-22.511375,-8.607372
20312,1960,M,Neo-Dada,3.7872922,-4.360469,-10.746226
20313,1921,M,Verism,-8.616369,-8.748291,-14.090599
20314,1925,M,Post-Impressionism,1.1148123,-21.808609,-8.028022
20315,1940,M,Expressionism,-2.7815418,1.1226873,-1.3192806
20316,1938,F,Magic Realism,-3.40972,-11.860796,0.32055783
20317,1905,M,Impressionism,3.0348127,-23.689365,-6.2125406
20318,1934,M,Muralism,11.988998,-11.819842,-19.638
20319,1857,F,Neo-Rococo,1.6326625,23.995384,-10.330832
20320,1568,M,Mannerism (Late Renaissance),11.294424,27.018036,-1.4170561
20324,1935,M,Post-Impressionism,3.1335795,19.570337,-8.376823
20326,1935,F,Naïve Art (Primitivism),-1.1187828,11.503099,-8.012234
20327,1976,M,Surrealism,-8.894361,-5.410818,-9.386894
20329,1853,F,Neo-Rococo,0.33158553,15.550234,-5.2578297
20330,1815,M,Romanticism,16.837757,15.615849,-5.9426737
20331,1801,M,Rococo,5.1786346,14.441511,-6.9325604
20334,1904,M,Post-Impressionism,7.01656,25.246777,-12.784111
20337,1601,M,Northern Renaissance,-8.876312,-29.840591,8.005781
20338,1916,M,Expressionism,1.3854371,-13.954201,-12.665546
20339,1912,M,Art Nouveau (Modern),1.3156377,6.0602746,-11.987875
20340,1800,F,Rococo,-0.3320473,-15.510062,-4.4823036
20342,1935,M,Expressionism,3.6689918,-1.383961,-16.234926
20344,1886,M,Impressionism,-14.9738865,11.359681,-10.000034
20345,1961,M,Surrealism,1.3022563,-54.78679,-13.476378
20350,1862,M,Romanticism,-12.893755,35.42888,-23.53191
20354,1909,M,Divisionism,9.018572,-31.80632,-8.499031
20356,1950,M,Naïve Art (Primitivism),-8.052627,22.458216,-12.349613
20357,1934,M,Socialist Realism,7.8441496,11.007244,-12.264624
20358,1823,F,Ukiyo-e,-6.76216,-5.869463,-10.626825
20359,1959,M,Expressionism,11.6349125,12.584465,-7.149243
20361,1928,F,Expressionism,-6.220833,4.5079327,-11.574063
20363,1530,M,Mannerism (Late Renaissance),4.078063,24.47488,-3.727765
20367,1773,M,Rococo,-2.8493774,-36.597755,8.901668
20371,1523,M,High Renaissance,1.2916795,-11.677608,1.3912525
20373,1910,F,Fauvism,15.056329,-10.888021,-14.622393
20374,1847,F,Neo-Rococo,-6.490801,-8.089992,-10.59948
20375,1950,M,Naïve Art (Primitivism),20.518526,11.763517,-10.891702
20376,1928,F,Expressionism,-23.2297,20.756012,-23.565823
20377,1950,M,Naïve Art (Primitivism),0.3893183,6.2854667,-13.514669
20381,1802,M,Romanticism,3.588194,-18.157183,-8.4817295
20383,1869,M,Academicism,5.2173023,19.085167,-14.827286
20384,1896,F,Art Nouveau (Modern),-4.8770547,9.796293,-3.8049457
20386,1839,M,Realism,-6.054646,26.44942,-7.5455284
20387,1909,F,Fauvism,6.6841664,9.89088,-13.630342
20388,1842,M,Neoclassicism,-3.6457086,26.735971,0.8295213
20389,1510,F,High Renaissance,11.649017,-12.990334,-16.184462
20391,1843,F,Romanticism,-0.3851419,14.892645,-3.2704363
20393,1996,M,Expressionism,10.665827,-29.003551,-6.948611
20394,1909,F,Art Nouveau (Modern),-1.7586434,-17.853321,-10.837106
20395,1886,M,Realism,-3.1723332,15.357764,-13.331482
20400,1936,M,Pointillism,3.051042,-22.828495,-5.891036
20403,1901,F,Post-Impressionism,-0.6111047,8.022624,-8.4276
20404,1892,M,Realism,1.1055628,33.988983,-8.796058
20405,1793,F,Rococo,-18.93654,-35.050457,-2.0614405
20406,1612,M,Mannerism (Late Renaissance),2.137593,-21.495626,-12.890186
20411,1848,F,Neoclassicism,-5.793292,-1.2728816,-12.592871
20416,1921,M,Expressionism,1.4956483,-19.234241,-10.282081
20417,1911,F,Expressionism,10.050602,23.125675,-9.4702015
20418,1980,F,Expressionism,7.234952,16.014292,-4.7310977
20419,1896,M,Symbolism,4.230196,10.202657,-11.472628
20420,1957,F,Magic Realism,-2.7630703,-16.476383,-14.781204
20421,1910,F,Art Nouveau (Modern),13.30732,-9.239117,-33.985672
20422,1910,M,Art Nouveau (Modern),-1.2337627,33.363197,36.16578
20423,1924,F,Impressionism,-9.006645,16.100683,-0.209544
20427,1773,F,Rococo,1.0748913,18.438677,-13.990858
20428,1466,M,Early Renaissance,5.995786,-8.189592,-14.892603
20430,1928,M,Muralism,-1.4753189,14.950279,-14.894373
20431,1924,M,Impressionism,-12.158228,-0.4602337,-13.741875
20432,1924,F,Art Nouveau (Modern),11.207357,4.2406983,-11.183548
20433,1886,M,Realism,-6.179429,23.141802,-11.014755
20434,1911,M,Impressionism,3.995674,8.415798,-19.277212
20436,1774,M,Baroque,4.5728016,50.19864,-6.707933
20437,1886,M,Realism,-2.7438107,18.05227,-8.194794
20438,1962,F,Surrealism,-1.2726071,0.5738845,-14.036569
20440,1938,M,Expressionism,11.303473,21.071543,-7.273491
20441,1905,M,Art Nouveau (Modern),0.561218,12.4030075,-15.623032
20442,1878,M,Romanticism,2.5765164,-1.6072445,-12.850144
20443,1842,M,Neoclassicism,-5.4133077,4.328943,-20.784609
20444,2000,F,Lyrical Abstraction,-5.0051365,1.5741537,0.8595865
20445,1906,M,Expressionism,-9.431942,-5.628902,-18.450935
20446,1951,F,Impressionism,-4.990262,35.733643,-3.009246
20447,1898,F,Art Nouveau (Modern),-1.9401577,54.75226,9.094676
20448,1904,M,Impressionism,4.697097,3.0946221,-19.813221
20449,1840,M,Realism,-2.5978625,13.868162,-15.305079
20455,1985,F,Magic Realism,1.7023373,-12.602249,-12.768941
20456,2008,M,Expressionism,14.851691,20.535965,-7.486459
20457,1910,M,Futurism,5.5706444,20.731491,-13.973917
20458,1924,M,Magic Realism,1.4456497,-0.058841705,-1.1680748
20460,1725,M,Baroque,2.5285118,24.901579,-9.715103
20461,1907,M,Post-Impressionism,-9.295172,-19.714853,-3.5882065
20463,1900,F,Academicism,18.246447,-22.59402,-14.765073
20466,1939,M,Expressionism,6.6093006,25.662823,-49.154297
20467,1995,M,Surrealism,0.41038972,-21.886177,-9.456978
20468,1915,M,Expressionism,16.052727,2.7529225,-19.980337
20469,1950,M,Purism,-10.769552,8.179201,-7.28868
20470,1874,M,Verism,9.194895,18.465136,-10.746445
20471,1912,M,Cubo-Futurism,11.973787,14.185535,-8.985737
20472,1887,M,Romanticism,5.1822085,10.049828,-14.056832
20473,1973,F,Op Art,-5.3861055,-33.92805,-9.374577
20474,1763,M,Baroque,6.4894624,15.279176,-16.4278
20475,1886,M,Realism,1.8301697,20.127068,-12.783861
20476,1956,M,Social Realism,-8.225542,-24.313206,6.4109735
20477,2001,M,Surrealism,-0.24224977,-4.3899937,-13.504332
20479,1923,F,Magic Realism,-3.0114756,-7.1523247,-6.107444
20480,1897,M,Academicism,9.031794,-6.5887628,-16.818161
20482,1793,F,Rococo,5.2220006,-10.747278,-7.2325144
20484,1791,M,Rococo,14.712046,17.465136,-6.6453705
20487,1540,F,Northern Renaissance,6.9763427,19.032818,-8.019577
20489,1972,F,Naïve Art (Primitivism),-6.6087904,13.455221,-13.986685
20490,1804,F,Rococo,-10.544604,-8.74627,-0.9480095
20491,1882,M,Realism,-4.6867657,0.050388813,-2.8799477
20492,1903,M,Naïve Art (Primitivism),4.8731136,-11.008416,11.164179
20493,1672,M,Baroque,-5.39057,42.768707,-12.714312
20497,1842,M,Neoclassicism,-7.0296216,-50.967087,18.986364
20499,1932,M,Impressionism,3.8666515,-31.768341,-16.777376
20500,1985,F,Pop Art,-2.04562,12.333657,-2.904105
20502,1935,M,Cubism,-4.3709226,-20.734272,-8.263099
20503,1930,M,Expressionism,8.549799,16.153172,-9.117051
20504,1930,M,Post-Impressionism,0.1567462,17.79267,-12.8244915
20506,1794,F,Symbolism,4.3105707,-15.718256,-7.2125254
20507,1869,M,Realism,-9.102367,55.905907,-1.1409501
20508,1784,M,Baroque,9.8492365,-23.010647,-15.597516
20509,1491,M,Early Renaissance,8.539958,-16.187525,-11.125612
20510,1910,M,Post-Impressionism,9.906951,22.999916,-4.480635
20513,1891,M,Realism,0.13202548,-21.885805,-10.875441
20516,1932,M,Futurism,-8.946346,32.83889,-1.8989425
20517,1901,M,Art Nouveau (Modern),-7.6473017,10.025182,-1.7669392
20518,1926,M,Expressionism,11.605722,-58.70764,-2.0858748
20520,1902,M,Impressionism,-12.421364,26.757975,-7.954926
20522,1783,F,Rococo,-9.280288,-20.937212,2.0664096
20523,1920,M,Symbolism,7.797267,6.41457,2.7079544
20524,2002,M,Contemporary Realism,-1.6651782,-7.170615,5.36861
20525,1510,M,High Renaissance,-16.227432,11.611955,-7.2739353
20527,1969,F,Surrealism,3.2085314,-12.599581,-2.26607
20529,1931,M,Expressionism,3.252815,19.9612,-13.483932
20531,1810,F,Ukiyo-e,-31.862892,0.9630599,-7.146025
20532,1933,M,Expressionism,2.0787044,-2.131055,-17.765606
20533,1871,M,Realism,4.0799055,5.1653466,-23.26651
20534,1543,M,Northern Renaissance,-3.55727,-27.413412,-9.321296
20535,1889,M,Realism,0.48189187,18.956913,-4.401106
20536,1680,M,Baroque,-4.4733505,16.508255,-7.0412874
20538,1885,M,Realism,4.5231123,-28.994362,-13.430273
20539,1940,M,Expressionism,6.015216,15.386508,-9.821564
20540,1893,M,Impressionism,1.8986357,17.613035,-13.108118
20541,1851,M,Romanticism,2.214792,8.120155,-13.921761
20543,1983,F,Pop Art,-0.20452303,-21.765581,-1.5662782
20546,1896,M,American Realism,-1.5523436,0.31695044,-7.7752438
20547,1935,F,Ukiyo-e,-1.8678408,29.577734,-7.6183214
20550,1981,F,Pop Art,-23.829391,22.07972,15.343848
20551,1970,M,Photorealism,5.9239073,28.627892,-19.258015
20552,1524,M,Mannerism (Late Renaissance),2.354881,24.438965,-10.936941
20554,1903,M,Academicism,6.0438223,16.454704,-19.878391
20555,1465,M,Early Renaissance,-1.2454809,2.766999,-18.771955
20556,1910,F,Romanticism,-3.3044763,-10.0272665,-4.260297
20557,1898,M,Academicism,7.3074665,16.987665,-8.946944
20558,1889,M,Realism,-0.40007782,20.62505,-17.054451
20559,1869,F,Realism,4.7966123,-4.80229,-20.146503
20564,1792,F,Rococo,-6.578377,-5.9692316,-9.407129
20565,1906,M,Fauvism,-0.45422363,-17.548428,-8.15659
20566,1976,M,Pop Art,3.24614,-2.6665773,-10.281822
20567,1960,M,Naïve Art (Primitivism),-7.1292324,-9.614144,-11.984858
20568,1781,M,Rococo,-2.2625828,14.353895,-4.770729
20569,1843,M,Realism,9.900376,14.933418,-13.318978
20570,1929,M,Art Deco,-17.60836,11.719304,-1.5963438
20571,1543,M,Northern Renaissance,4.3245344,4.1930485,-10.97722
20572,1933,F,Surrealism,-5.5170326,-32.316128,-7.1328254
20574,1927,M,Ink and wash painting,7.009798,14.303666,-16.218971
20575,1990,M,Contemporary Realism,-2.5682368,38.78385,-12.633368
20576,1934,M,Ink and wash painting,2.1862495,-3.5618076,-9.736417
20577,1812,F,Romanticism,2.7642145,-43.25168,-1.5982573
20578,1925,M,Analytical Realism,-0.21833885,21.758625,4.371118
20580,1902,F,Impressionism,0.85446435,-32.296913,-7.4283237
20581,1917,M,Expressionism,-8.486367,33.7084,-3.72615
20583,1890,M,Realism,-3.9984317,27.631027,-10.111706
20585,1976,M,Pop Art,-4.8003016,-25.01444,-4.4359727
20586,1827,M,Realism,2.432205,-10.506876,-9.100032
20587,1990,M,Expressionism,1.2375033,-0.40245557,-18.278057
20589,1945,M,Naïve Art (Primitivism),-9.675123,7.8518677,-8.056947
20590,1814,M,Romanticism,1.1945112,-36.674515,-3.921698
20592,1834,M,Neoclassicism,1.7477188,1.5989847,-11.430685
20593,1907,F,Impressionism,15.935915,23.566006,-4.145511
20594,1926,F,Post-Impressionism,9.646687,15.290436,-11.369711
20596,1926,M,Expressionism,4.114727,26.866915,-9.430943
20600,1900,M,Academicism,0.5978905,-0.10894585,-13.782326
20603,1993,F,Pop Art,9.649352,18.920067,-4.332308
20606,1770,M,Rococo,11.677836,18.987667,-6.4693317
20607,1901,M,Impressionism,-5.2598257,20.947374,-16.945189
20608,1530,M,High Renaissance,-17.831015,18.731853,-19.465324
20609,1987,M,Naïve Art (Primitivism),-0.51123905,5.463515,-5.851924
20611,1924,M,Expressionism,-1.011045,-11.017652,0.27610993
20615,1908,M,Impressionism,0.51663655,-24.064472,-18.366741
20616,1908,M,Post-Impressionism,-1.9516861,3.3803039,-7.256079
20617,1995,M,Surrealism,-4.1153173,19.344023,-5.2248583
20619,1933,M,Shin-hanga,-12.388874,-26.149769,-14.172163
20620,1781,M,Rococo,-2.5728436,-19.024345,-5.5958366
20621,1815,M,Romanticism,-2.7402375,33.98813,-8.829868
20622,1830,F,Romanticism,-1.9749756,-10.732309,4.0472183
20623,1867,F,Neo-Rococo,-1.6925174,30.15944,-9.915092
20624,1891,M,Realism,2.9544353,-0.37591743,-20.311407
20626,1820,M,Realism,-7.7602882,-11.169161,-16.932772
20627,1880,M,Romanticism,7.367549,-41.748962,-7.7430286
20628,1917,M,Art Nouveau (Modern),-1.2421169,-43.394188,-3.494121
20630,1574,M,Mannerism (Late Renaissance),0.16304255,20.157173,-0.8953508
20631,1992,M,Surrealism,0.49849802,-2.5584087,-7.031124
20632,1948,M,Post-Impressionism,1.394553,-29.757122,-0.45814657
20633,1876,M,Verism,2.339116,-13.668825,-11.701354
20634,1810,M,Romanticism,-5.6019197,2.0850453,-8.582088
20636,1969,M,Op Art,-4.537036,30.424915,-16.544483
20638,1637,M,Baroque,1.2533948,-1.4312391,-11.914967
20639,1820,M,Realism,14.973819,13.199041,-6.473394
20640,1846,F,Realism,0.5991831,11.002369,-14.674631
20641,1910,M,Post-Impressionism,11.439039,-27.813812,-0.80345845
20642,1895,M,Academicism,1.0113268,8.813791,-4.741863
20643,1957,F,Ukiyo-e,0.52840185,14.771494,-16.754547
20644,1814,M,Romanticism,3.613555,-12.515371,-15.561889
20648,1890,M,Realism,6.8292,12.466401,-14.75316
20649,2002,M,Contemporary Realism,-0.7299118,31.848522,-8.044662
20650,1986,F,Hyper-Realism,8.688265,22.939217,-6.0413465
20651,1854,F,Neo-Rococo,2.803043,12.489693,-11.16997
20652,1983,F,Pop Art,10.75016,49.78267,30.250286
20653,1970,M,Surrealism,4.3988123,-11.838613,-9.451986
20655,1843,M,Realism,-3.0563557,15.885537,-19.656395
20656,1838,M,Romanticism,3.3918,-44.72648,-6.8169374
20657,1905,M,Fauvism,11.40445,18.900553,-9.246064
20658,1911,M,Symbolism,9.814451,13.272593,-16.461662
20659,1880,M,Romanticism,-2.769265,33.46457,-8.679718
20660,1858,M,Romanticism,17.91976,24.09222,-17.010208
20661,1983,M,Pop Art,7.5254574,25.803497,-17.084396
20662,1973,F,Neo-Dada,-0.4728135,-12.815105,-3.397648
20665,1990,F,Surrealism,-0.05472082,25.071312,-10.994802
20666,1928,M,Modernismo,0.6123016,-19.311508,-19.964434
20669,1986,M,Photorealism,-11.166548,14.678045,-2.834691
20670,1908,M,Symbolism,18.516558,3.061824,-6.8628654
20671,1860,M,Realism,-5.795299,21.533648,-9.175411
20674,1990,F,Street art,4.074161,1.9774489,-19.69338
20675,1928,M,Expressionism,-6.7228327,8.996576,-4.911735
20676,1978,M,Neo-Figurative Art,-5.457344,-11.375221,-3.2755618
20678,2002,M,Expressionism,5.1444626,-6.2144976,-10.156968
20679,1785,M,Rococo,4.604354,34.328926,-1.4953221
20680,1822,M,Romanticism,2.1521783,-26.698994,-1.2684531
20681,1773,F,Rococo,2.7600164,4.96201,-8.387474
20682,1852,F,Romanticism,15.191234,20.09861,-14.020224
20686,1787,M,Romanticism,5.2927694,-7.5793247,-12.257057
20687,1950,M,Purism,-3.6772602,-2.3543935,-15.213894
20688,1912,M,Post-Impressionism,5.306458,-7.4974775,-10.873934
20690,1807,M,Romanticism,1.4872575,-18.966951,-16.616428
20692,1955,F,Expressionism,4.9096155,24.247477,-14.019699
20693,1905,M,Art Nouveau (Modern),-9.355969,6.1740637,-14.364963
20695,1936,F,Naïve Art (Primitivism),13.03532,19.590546,-4.2928944
20697,1827,M,Neoclassicism,0.031717494,6.2831826,-11.851528
20698,1938,M,Post-Impressionism,-2.38218,23.89944,-13.633526
20700,1782,F,Rococo,5.748616,-23.010021,-10.694771
20702,1873,M,Realism,-0.64585197,11.969445,-8.616348
20705,1826,M,Romanticism,-2.906344,-24.26318,-8.358766
20708,1540,F,Northern Renaissance,-7.329954,13.470579,-21.945517
20711,1940,M,Surrealism,6.803205,24.485134,-8.58107
20712,1805,M,Symbolism,5.388858,10.438318,-3.1656027
20713,1964,M,Abstract Expressionism,-2.405584,16.312658,-15.320105
20716,1924,F,Expressionism,-5.7310767,-3.0233817,-15.455072
20717,1908,F,Art Nouveau (Modern),-3.8468702,17.471226,3.4774199
20718,1973,F,Op Art,-12.630926,-52.914154,-17.973562
20719,1983,F,Pop Art,1.9381,45.54689,0.3665138
20721,1895,M,Art Nouveau (Modern),11.8956375,-11.278162,-17.293644
20722,1903,M,Impressionism,-0.53046536,6.008645,-12.7422695
20723,1841,F,Orientalism,-10.858915,13.344126,-7.8207755
20724,1945,M,Expressionism,-4.9955497,19.89257,-9.918844
20725,1888,F,Romanticism,3.3737628,22.623846,-12.834997
20727,1907,M,Expressionism,5.6036415,17.440845,-8.129195
20728,1815,M,Romanticism,-1.7511189,18.741337,-6.282696
20729,1955,M,Expressionism,2.0367587,-20.150707,-9.272192
20730,1882,F,Realism,-0.13868257,-2.1470945,-19.259296
20734,1974,M,Pop Art,-4.371073,3.1718607,-3.4657204
20735,1972,F,Pop Art,4.6149306,10.357062,-14.174711
20736,1970,M,Sōsaku hanga,0.33516118,-67.19801,-17.72622
20737,1935,M,Surrealism,1.7497298,-7.188735,-19.882221
20739,1943,F,Naïve Art (Primitivism),3.27852,-20.533283,-17.151299
20740,1766,M,Rococo,1.8674954,26.807877,-1.5749211
20741,1910,F,Analytical Realism,-8.017692,17.134949,-4.0409746
20743,1914,M,Cubo-Futurism,4.8448706,31.58395,6.3122654
20746,1957,M,Magic Realism,-6.695944,-15.009666,-7.18524
20747,1820,F,Romanticism,-9.285732,-13.788119,-13.154366
20748,1815,M,Romanticism,15.107665,24.827263,-11.18359
20749,1963,M,Abstract Expressionism,7.2389736,19.590258,-12.065561
20750,1977,F,Neo-Figurative Art,-10.58234,-25.340498,7.16201
20751,1880,M,Romanticism,-7.804969,-65.8067,6.8196983
20753,1541,M,Northern Renaissance,-0.38634253,22.648977,-13.748911
20754,1974,M,Photorealism,7.2913766,8.937046,-16.023893
20755,1972,M,Pop Art,6.401017,24.919224,-18.296535
20756,1898,M,Academicism,2.744507,-24.588238,-2.7167215
20757,1894,M,Realism,15.053345,39.806236,-9.311287
20758,1972,F,Pop Art,-1.3505716,42.850258,4.838888
20759,1811,M,Romanticism,-7.878232,13.688473,-13.691977
20760,1782,F,Rococo,-3.4555213,19.189676,-1.4803337
20761,1968,M,Expressionism,-8.603502,-12.510564,-14.4767475
20763,1980,F,Neo-Figurative Art,-3.2006757,21.006773,-16.048069
20765,1917,M,Art Nouveau (Modern),13.504173,20.64626,-2.2277412
20766,1900,M,Realism,1.3871588,26.365334,-17.155695
20767,1631,F,Baroque,3.8832822,-14.052473,-8.505298
20768,1881,M,Romanticism,-27.529846,13.725021,-8.642705
20769,1538,F,Mannerism (Late Renaissance),0.14094305,-71.92517,7.4384966
20772,1839,F,Romanticism,-1.5208257,-11.235103,-19.35088
20774,1821,M,Romanticism,14.55299,13.771563,-9.884106
20775,1957,M,Neo-Figurative Art,7.4805155,27.516985,-8.311894
20776,1876,M,Romanticism,9.030509,31.295662,-9.871319
20777,1971,M,Photorealism,7.5120807,-26.552124,-16.35601
20780,1843,M,Neoclassicism,-4.524675,0.47059965,-11.712982
20781,1928,M,Realism,-15.947533,18.530151,-10.502315
20782,1791,M,Rococo,-1.5956261,-12.382275,-6.3093977
20783,1821,M,Romanticism,3.6276977,15.392576,-10.24914
20784,1790,M,Rococo,-4.056593,-4.2535467,-9.151073
20785,1535,M,Northern Renaissance,14.530896,7.254806,-9.316571
20786,1824,M,Romanticism,6.765953,15.138271,-17.582619
20787,1897,M,Art Nouveau (Modern),-3.1264517,2.2004719,-11.185929
20793,1798,M,Neoclassicism,-5.891739,21.678125,-2.1060135
20794,1860,F,Romanticism,-0.9278226,-18.25038,-7.9446335
20795,1867,F,Romanticism,-2.9037387,0.32171202,-7.0690527
20796,1911,M,Impressionism,-10.351179,17.93898,-4.147133
20797,1972,M,Pop Art,-2.9045992,10.220328,-7.9512634
20798,1983,M,Pop Art,5.1259346,56.1484,4.3022294
20801,1799,M,Rococo,-5.4995227,-15.518633,11.546057
20802,1894,M,Art Nouveau (Modern),-13.738107,-1.6385498,-17.647097
20804,1526,M,Northern Renaissance,8.367477,14.018141,-8.001074
20806,1977,F,Nouveau Réalisme,-5.701534,3.6124265,-8.943911
20807,1434,M,Early Renaissance,14.713648,13.737863,-14.456291
20808,1970,F,Op Art,-1.1259906,12.92588,-14.236893
20809,1887,M,Realism,1.5256066,3.9450583,-17.631779
